,user,text,favorite_count,retweet_count,created_at
120,SismologicoMX,"SISMO Magnitud 3.8 Loc. 17 km al NOROESTE de RIO GRANDE, OAX 06/01/23 13:24:11 Lat 16.14 Lon -97.52 Pf 11 km",27,5,2023-01-07 02:01:57+00:00
121,SismologicoMX,"SISMO Magnitud 3.5 Loc. 20 km al NOROESTE de VICENTE GUERRERO, BC 06/01/23 11:11:36 Lat 30.89 Lon -116.09 Pf 5 km",41,5,2023-01-07 02:01:53+00:00
122,SismologicoMX,"SISMO Magnitud 3.7 Loc. 74 km al SUR de COALCOMAN, MICH 06/01/23 11:07:45 Lat 18.13 Lon -103.31 Pf 17 km",41,5,2023-01-07 02:01:49+00:00
123,SismologicoMX,"SISMO Magnitud 3.4 Loc. 75 km al SUROESTE de HUIXTLA, CHIS 06/01/23 11:06:17 Lat 14.76 Lon -93.04 Pf 30 km",68,6,2023-01-07 02:01:45+00:00
124,SismologicoMX,"SISMO Magnitud 3.6 Loc. 25 km al SUR de TECOMAN, COL 06/01/23 10:14:05 Lat 18.69 Lon -103.84 Pf 3 km",71,7,2023-01-07 02:01:42+00:00
125,SismologicoMX,"SISMO Magnitud 3.6 Loc. 20 km al NOROESTE de VICENTE GUERRERO, BC 06/01/23 10:01:19 Lat 30.90 Lon -116.07 Pf 10 km",32,4,2023-01-07 02:01:38+00:00
126,SismologicoMX,"SISMO Magnitud 3.6 Loc. 68 km al SUR de LAS CHOAPAS, VER 06/01/23 09:05:57 Lat 17.30 Lon -94.00 Pf 184 km",30,7,2023-01-07 02:01:34+00:00
127,SismologicoMX,"SISMO Magnitud 3.1 Loc. 28 km al NORESTE de SAN MARCOS, GRO 06/01/23 09:03:02 Lat 17.04 Lon -99.32 Pf 38 km",28,5,2023-01-07 02:01:30+00:00
128,SismologicoMX,"SISMO Magnitud 3.7 Loc. 8 km al SUROESTE de LOS REYES DE SALGADO, MICH 06/01/23 08:01:27 Lat 19.52 Lon -102.51 Pf 3 km",24,3,2023-01-07 02:01:26+00:00
129,SismologicoMX,"SISMO Magnitud 4.0 Loc  76 km al SUROESTE de COYUCA DE BENITEZ, GRO 06/01/23 07:25:15 Lat 16.48 Lon -100.55 Pf 9 km https://t.co/DQy29XQc5X",61,11,2023-01-07 02:01:21+00:00
130,SismologicoMX,"SISMO Magnitud 4.0 Loc. 76 km al SUROESTE de COYUCA DE BENITEZ, GRO 06/01/23 07:25:15 Lat 16.48 Lon -100.55 Pf 9 km",45,8,2023-01-07 02:01:17+00:00
131,SismologicoMX,"SISMO Magnitud 3.4 Loc. 26 km al SURESTE de OMETEPEC, GRO 06/01/23 06:51:01 Lat 16.46 Lon -98.32 Pf 31 km",30,5,2023-01-07 02:01:14+00:00
132,SismologicoMX,"SISMO Magnitud 3.7 Loc. 74 km al SUROESTE de COALCOMAN, MICH 06/01/23 06:43:47 Lat 18.14 Lon -103.37 Pf 15 km",40,5,2023-01-07 02:01:10+00:00
133,SismologicoMX,"SISMO Magnitud 3.4 Loc. 30 km al NORTE de OMETEPEC, GRO 06/01/23 05:56:32 Lat 16.95 Lon -98.44 Pf 43 km",23,5,2023-01-07 02:01:06+00:00
134,SismologicoMX,"SISMO Magnitud 3.5 Loc. 24 km al NOROESTE de VICENTE GUERRERO, BC 06/01/23 06:36:09 Lat 30.88 Lon -116.16 Pf 10 km",25,4,2023-01-07 02:01:02+00:00
135,SismologicoMX,A las 08:00 p.m. inicia el envío del reporte vespertino de sismicidad que incluye los sismos de magnitud menor a 4.0 actualizado hasta las 05:00 p.m.,89,8,2023-01-07 01:47:58+00:00
136,SismologicoMX,"SISMO Magnitud 3.1 Loc. 7 km al SUROESTE de TECOMAN, COL 06/01/23 14:57:07 Lat 18.88 Lon -103.93 Pf 3 km",173,11,2023-01-07 00:23:02+00:00
137,SismologicoMX,"SISMO Magnitud 3.4 Loc. 32 km al SUR de SAN MARCOS, GRO 06/01/23 04:48:49 Lat 16.51 Lon -99.33 Pf 9 km",116,7,2023-01-06 14:05:42+00:00
138,SismologicoMX,"SISMO Magnitud 3.5 Loc. 70 km al NORESTE de SANTA ROSALIA, BCS 06/01/23 04:15:19 Lat 27.95 Lon -112.06 Pf 10 km",28,3,2023-01-06 14:05:39+00:00
139,SismologicoMX,"SISMO Magnitud 3.7 Loc. 12 km al SUR de ZIHUATANEJO, GRO 06/01/23 04:08:47 Lat 17.54 Lon -101.54 Pf 49 km",35,4,2023-01-06 14:05:35+00:00
140,SismologicoMX,"SISMO Magnitud 4.0 Loc  47 km al SUR de CD HIDALGO, CHIS 06/01/23 03:44:57 Lat 14.27 Lon -92.26 Pf 11 km https://t.co/Rmf5P6kJhu",59,11,2023-01-06 14:05:31+00:00
141,SismologicoMX,"SISMO Magnitud 4.0 Loc. 47 km al SUR de CD HIDALGO, CHIS 06/01/23 03:44:57 Lat 14.27 Lon -92.26 Pf 11 km",31,3,2023-01-06 14:05:28+00:00
142,SismologicoMX,"SISMO Magnitud 3.5 Loc. 65 km al NORESTE de SANTA ROSALIA, BCS 06/01/23 00:44:48 Lat 27.85 Lon -111.94 Pf 10 km",25,3,2023-01-06 14:05:24+00:00
143,SismologicoMX,"SISMO Magnitud 3.4 Loc. 18 km al ESTE de RIO GRANDE, OAX 06/01/23 00:38:31 Lat 15.98 Lon -97.27 Pf 17 km",66,2,2023-01-06 14:05:21+00:00
144,SismologicoMX,"SISMO Magnitud 3.8 Loc. 47 km al SUROESTE de MAPASTEPEC, CHIS 06/01/23 00:37:50 Lat 15.04 Lon -93.04 Pf 79 km",19,3,2023-01-06 14:05:17+00:00
145,SismologicoMX,"SISMO Magnitud 3.9 Loc. 125 km al SUROESTE de PIJIJIAPAN, CHIS 06/01/23 00:19:16 Lat 14.80 Lon -93.93 Pf 6 km",22,3,2023-01-06 14:05:13+00:00
146,SismologicoMX,"SISMO Magnitud 3.5 Loc. 75 km al SUR de COALCOMAN, MICH 05/01/23 23:36:29 Lat 18.12 Lon -103.33 Pf 20 km",48,5,2023-01-06 14:05:10+00:00
147,SismologicoMX,"SISMO Magnitud 4.0 Loc  196 km al SUROESTE de PIJIJIAPAN, CHIS 05/01/23 22:20:33 Lat 14.22 Lon -94.22 Pf 10 km https://t.co/GMBR8dTUEN",26,5,2023-01-06 14:05:05+00:00
148,SismologicoMX,"SISMO Magnitud 4.0 Loc. 196 km al SUROESTE de PIJIJIAPAN, CHIS 05/01/23 22:20:33 Lat 14.22 Lon -94.22 Pf 10 km",20,3,2023-01-06 14:05:02+00:00
149,SismologicoMX,"SISMO Magnitud 3.6 Loc. 82 km al SUR de COALCOMAN, MICH 06/01/23 03:05:49 Lat 18.06 Lon -103.35 Pf 12 km",32,4,2023-01-06 14:04:35+00:00
150,SismologicoMX,"SISMO Magnitud 4.0 Loc  192 km al SUROESTE de PIJIJIAPAN, CHIS 06/01/23 03:05:52 Lat 14.27 Lon -94.26 Pf 9 km https://t.co/454SWlABoY",18,5,2023-01-06 14:04:30+00:00
151,SismologicoMX,"SISMO Magnitud 4.0 Loc. 192 km al SUROESTE de PIJIJIAPAN, CHIS 06/01/23 03:05:52 Lat 14.27 Lon -94.26 Pf 9 km",26,2,2023-01-06 14:04:27+00:00
152,SismologicoMX,"SISMO Magnitud 3.9 Loc. 47 km al SURESTE de SAYULA DE ALEMAN, VER 06/01/23 02:22:08 Lat 17.53 Lon -94.71 Pf 151 km",14,4,2023-01-06 14:04:23+00:00
153,SismologicoMX,"SISMO Magnitud 3.4 Loc. 38 km al SUR de PINOTEPA NACIONAL, OAX 06/01/23 02:09:20 Lat 16.00 Lon -98.01 Pf 3 km",21,3,2023-01-06 14:04:20+00:00
154,SismologicoMX,"SISMO Magnitud 3.3 Loc. 39 km al SUR de PINOTEPA NACIONAL, OAX 06/01/23 02:08:32 Lat 15.99 Lon -98.04 Pf 3 km",26,3,2023-01-06 14:04:16+00:00
155,SismologicoMX,"SISMO Magnitud 3.6 Loc. 41 km al SUR de PINOTEPA NACIONAL, OAX 06/01/23 02:06:37 Lat 15.98 Lon -97.98 Pf 3 km",25,3,2023-01-06 14:04:13+00:00
156,SismologicoMX,"SISMO Magnitud 3.4 Loc. 45 km al SUR de PINOTEPA NACIONAL, OAX 06/01/23 01:46:36 Lat 15.93 Lon -98.02 Pf 16 km",20,4,2023-01-06 14:04:09+00:00
157,SismologicoMX,"SISMO Magnitud 3.8 Loc. 10 km al SUROESTE de ATOYAC DE ALVAREZ, GRO 06/01/23 01:37:32 Lat 17.14 Lon -100.49 Pf 41 km",22,4,2023-01-06 14:04:06+00:00
158,SismologicoMX,"SISMO Magnitud 3.6 Loc. 37 km al SUROESTE de OMETEPEC, GRO 06/01/23 01:26:28 Lat 16.41 Lon -98.60 Pf 13 km",24,4,2023-01-06 14:04:02+00:00
159,SismologicoMX,"SISMO Magnitud 3.5 Loc. 12 km al SUROESTE de PINOTEPA NACIONAL, OAX 05/01/23 22:07:49 Lat 16.26 Lon -98.12 Pf 13 km",18,4,2023-01-06 14:03:49+00:00
160,SismologicoMX,"SISMO Magnitud 3.5 Loc. 78 km al SUR de COALCOMAN, MICH 05/01/23 22:01:37 Lat 18.09 Lon -103.32 Pf 7 km",39,6,2023-01-06 14:03:45+00:00
161,SismologicoMX,"SISMO Magnitud 3.6 Loc. 27 km al SUR de ATOYAC DE ALVAREZ, GRO 05/01/23 21:57:07 Lat 16.96 Lon -100.43 Pf 11 km",21,3,2023-01-06 14:03:42+00:00
162,SismologicoMX,"SISMO Magnitud 3.9 Loc. 30 km al NOROESTE de ZIHUATANEJO, GRO 05/01/23 21:24:46 Lat 17.88 Lon -101.69 Pf 43 km",19,4,2023-01-06 14:03:38+00:00
163,SismologicoMX,"SISMO Magnitud 3.5 Loc. 11 km al NOROESTE de OMETEPEC, GRO 05/01/23 20:55:37 Lat 16.76 Lon -98.47 Pf 15 km",25,4,2023-01-06 14:03:34+00:00
164,SismologicoMX,"SISMO Magnitud 3.3 Loc. 59 km al NOROESTE de MATIAS ROMERO, OAX 05/01/23 20:33:23 Lat 17.35 Lon -95.30 Pf 112 km",19,4,2023-01-06 14:03:31+00:00
165,SismologicoMX,"SISMO Magnitud 3.3 Loc. 22 km al SURESTE de SAN MARCOS, GRO 05/01/23 20:11:19 Lat 16.61 Lon -99.32 Pf 24 km",25,4,2023-01-06 14:03:27+00:00
166,SismologicoMX,"SISMO Magnitud 3.7 Loc. 30 km al SUROESTE de COALCOMAN, MICH 05/01/23 19:45:02 Lat 18.53 Lon -103.27 Pf 43 km",23,3,2023-01-06 14:03:24+00:00
167,SismologicoMX,"SISMO Magnitud 3.3 Loc. 39 km al NOROESTE de MATIAS ROMERO, OAX 05/01/23 19:36:49 Lat 17.17 Lon -95.25 Pf 110 km",24,4,2023-01-06 14:03:20+00:00
168,SismologicoMX,"SISMO Magnitud 3.3 Loc. 13 km al SUROESTE de PINOTEPA NACIONAL, OAX 05/01/23 19:21:17 Lat 16.27 Lon -98.15 Pf 13 km",22,3,2023-01-06 14:03:17+00:00
169,SismologicoMX,"SISMO Magnitud 3.7 Loc. 96 km al SURESTE de SALINA CRUZ, OAX 05/01/23 18:21:28 Lat 15.43 Lon -94.74 Pf 16 km",26,3,2023-01-06 14:03:13+00:00
170,SismologicoMX,"SISMO Magnitud 3.0 Loc. 29 km al NOROESTE de VILLA DE ALVAREZ, COL 05/01/23 17:46:08 Lat 19.43 Lon -103.95 Pf 15 km",22,2,2023-01-06 14:03:10+00:00
171,SismologicoMX,"SISMO Magnitud 3.9 Loc. 75 km al SUR de SALINA CRUZ, OAX 05/01/23 17:04:37 Lat 15.53 Lon -95.03 Pf 24 km",31,3,2023-01-06 14:03:06+00:00
172,SismologicoMX,"SISMO Magnitud 3.1 Loc. 40 km al OESTE de RIO GRANDE, OAX 05/01/23 17:46:00 Lat 16.04 Lon -97.81 Pf 34 km",37,5,2023-01-06 14:03:02+00:00
173,SismologicoMX,A las 08:00 a.m. inicia el envío del reporte matutino de sismicidad que incluye los sismos de magnitud menor a 4.0 actualizado hasta las 05:00 a.m.,60,8,2023-01-06 13:50:47+00:00
174,SismologicoMX,"SISMO Magnitud 4.1 Loc  69 km al NORESTE de SANTA ROSALIA, BCS 06/01/23 07:28:47 Lat 27.67 Lon -111.68 Pf 9 km https://t.co/4w9tKhLFic",92,20,2023-01-06 13:46:05+00:00
175,SismologicoMX,"SISMO Magnitud 4.1 Loc. 69 km al NORESTE de SANTA ROSALIA, BCS 06/01/23 07:28:47 Lat 27.67 Lon -111.68 Pf 9 km",59,7,2023-01-06 13:46:01+00:00
176,SismologicoMX,"SISMO Magnitud 4.0 Loc  80 km al SUR de SALINA CRUZ, OAX 06/01/23 05:49:05 Lat 15.46 Lon -95.11 Pf 20 km https://t.co/MdUKH1zOTF",95,9,2023-01-06 12:07:05+00:00
177,SismologicoMX,"SISMO Magnitud 4.0 Loc. 80 km al SUR de SALINA CRUZ, OAX 06/01/23 05:49:05 Lat 15.46 Lon -95.11 Pf 20 km",106,7,2023-01-06 12:07:02+00:00
178,SismologicoMX,"SISMO Magnitud 4.0 Loc  77 km al SUROESTE de COYUCA DE BENITEZ, GRO 06/01/23 04:15:44 Lat 16.45 Lon -100.52 Pf 5 km https://t.co/Q0Msry8CC2",160,30,2023-01-06 10:39:05+00:00
179,SismologicoMX,"SISMO Magnitud 4.0 Loc. 77 km al SUROESTE de COYUCA DE BENITEZ, GRO 06/01/23 04:15:44 Lat 16.45 Lon -100.52 Pf 5 km",75,5,2023-01-06 10:39:01+00:00
180,SismologicoMX,"• 29% en Oaxaca, 17% en Guerrero, 15% en estados región Golfo de California y 13% en Michoacán.
• 26,025 sismos entre magnitud 3.0 - 3.9
• 2.423 sismos entre magnitud 4.0 - 4.9 
• 855 sismos entre magnitud 2.0 - 2.9",119,18,2023-01-06 03:35:05+00:00
181,SismologicoMX,"• Los más grandes:
- M 6.3 (2022-11-04) a 92 km al norte de Santa Rosalía, Baja California Sur
- M 6.2 (2022-11-22) a 37 km al oeste de Vicente Guerrero, Baja California
- M 6.0 (2022-12-11) a 10 km al suroeste de Tecpan, Guerrero.",90,19,2023-01-06 03:34:48+00:00
182,SismologicoMX,"Mapa de sismicidad anual 2022:
• 29,548 epicentros registrados.
• Los más grandes:
 - M 7.7 (2022-09-19) a 63 km al sur de Coalcomán, Michoacán
 - M 6.9 (2022-09-22) a 84 km al sur de Coalcomán, Michoacán

https://t.co/qHoUX9umcF https://t.co/lWDE2ZqjBR",516,93,2023-01-06 03:34:03+00:00
183,SismologicoMX,"SISMO Magnitud 3.2 Loc. 29 km al SUROESTE de PINOTEPA NACIONAL, OAX 05/01/23 16:45:09 Lat 16.13 Lon -98.21 Pf 7 km",93,9,2023-01-06 02:06:09+00:00
184,SismologicoMX,"SISMO Magnitud 3.4 Loc. 36 km al NOROESTE de COQUIMATLAN, COL 05/01/23 16:37:37 Lat 19.43 Lon -104.06 Pf 6 km",44,7,2023-01-06 02:06:05+00:00
185,SismologicoMX,"SISMO Magnitud 3.0 Loc. 85 km al SUROESTE de COALCOMAN, MICH 05/01/23 15:36:17 Lat 18.04 Lon -103.38 Pf 10 km",40,6,2023-01-06 02:06:01+00:00
186,SismologicoMX,"SISMO Magnitud 3.6 Loc. 6 km al NORESTE de CD IXTEPEC, OAX 05/01/23 15:21:39 Lat 16.59 Lon -95.05 Pf 5 km",40,5,2023-01-06 02:05:56+00:00
187,SismologicoMX,"SISMO Magnitud 3.3 Loc. 7 km al SURESTE de MATIAS ROMERO, OAX 05/01/23 13:04:36 Lat 16.81 Lon -95.02 Pf 12 km",40,6,2023-01-06 02:05:52+00:00
188,SismologicoMX,"SISMO Magnitud 3.5 Loc. 8 km al SURESTE de PINOTEPA NACIONAL, OAX 05/01/23 12:28:50 Lat 16.27 Lon -98.03 Pf 9 km",35,5,2023-01-06 02:05:48+00:00
189,SismologicoMX,"SISMO Magnitud 3.2 Loc. 25 km al NORESTE de RIO GRANDE, OAX 05/01/23 11:42:00 Lat 16.09 Lon -97.21 Pf 35 km",39,5,2023-01-06 02:05:45+00:00
190,SismologicoMX,"SISMO Magnitud 3.4 Loc. 25 km al NORESTE de RIO GRANDE, OAX 05/01/23 11:41:48 Lat 16.11 Lon -97.22 Pf 33 km",64,6,2023-01-06 02:05:41+00:00
191,SismologicoMX,"SISMO Magnitud 3.2 Loc. 9 km al SURESTE de PINOTEPA NACIONAL, OAX 05/01/23 10:24:36 Lat 16.29 Lon -97.99 Pf 2 km",31,5,2023-01-06 02:05:37+00:00
192,SismologicoMX,"SISMO Magnitud 3.6 Loc. 16 km al OESTE de SAN MARCOS, GRO 05/01/23 09:46:25 Lat 16.81 Lon -99.54 Pf 13 km",26,5,2023-01-06 02:05:33+00:00
193,SismologicoMX,"SISMO Magnitud 3.6 Loc. 51 km al NOROESTE de SAN FELIPE, BC 05/01/23 08:34:04 Lat 31.45 Lon -115.06 Pf 21 km",35,6,2023-01-06 02:05:29+00:00
194,SismologicoMX,"SISMO Magnitud 3.6 Loc. 73 km al SUR de COALCOMAN, MICH 05/01/23 08:28:25 Lat 18.12 Lon -103.26 Pf 6 km",29,4,2023-01-06 02:05:26+00:00
195,SismologicoMX,"SISMO Magnitud 3.5 Loc. 16 km al SUROESTE de TECPAN, GRO 05/01/23 08:21:25 Lat 17.10 Lon -100.72 Pf 5 km",26,5,2023-01-06 02:05:22+00:00
196,SismologicoMX,"SISMO Magnitud 3.4 Loc. 22 km al NORTE de ACAPULCO, GRO 05/01/23 06:52:57 Lat 17.07 Lon -99.89 Pf 7 km",34,5,2023-01-06 02:05:18+00:00
197,SismologicoMX,"SISMO Magnitud 4.0 Loc  11 km al SUROESTE de CD ALTAMIRANO, GRO 05/01/23 06:27:19 Lat 18.27 Lon -100.72 Pf 63 km https://t.co/Y8dnKBKAl3",37,11,2023-01-06 02:05:14+00:00
198,SismologicoMX,"SISMO Magnitud 4.0 Loc. 11 km al SUROESTE de CD ALTAMIRANO, GRO 05/01/23 06:27:19 Lat 18.27 Lon -100.72 Pf 63 km",65,8,2023-01-06 02:05:10+00:00
199,SismologicoMX,"SISMO Magnitud 3.1 Loc. 20 km al SURESTE de ACAPULCO, GRO 05/01/23 05:45:51 Lat 16.77 Lon -99.74 Pf 26 km",41,6,2023-01-06 02:05:06+00:00
