,created_at,user,text,favorite_count,retweet_count
122,2023-01-08 02:05:09+00:00,SismologicoMX,"SISMO Magnitud 3.6 Loc. 21 km al NOROESTE de PINOTEPA NACIONAL, OAX 07/01/23 11:42:39 Lat 16.43 Lon -98.23 Pf 28 km",31,5
123,2023-01-08 02:05:06+00:00,SismologicoMX,"SISMO Magnitud 3.6 Loc. 10 km al NOROESTE de RIO GRANDE, OAX 07/01/23 11:36:19 Lat 16.09 Lon -97.46 Pf 22 km",18,4
124,2023-01-08 02:05:02+00:00,SismologicoMX,"SISMO Magnitud 3.5 Loc. 84 km al SURESTE de RODOLFO SANCHEZ T(MRO), BC 07/01/23 09:00:53 Lat 31.50 Lon -115.73 Pf 15 km",10,1
125,2023-01-08 02:04:44+00:00,SismologicoMX,"SISMO Magnitud 3.7 Loc. 39 km al NOROESTE de VICENTE GUERRERO, BC 07/01/23 08:36:41 Lat 30.89 Lon -116.35 Pf 10 km",13,2
126,2023-01-08 02:04:40+00:00,SismologicoMX,"SISMO Magnitud 3.1 Loc. 27 km al SUROESTE de OMETEPEC, GRO 07/01/23 15:05:11 Lat 16.49 Lon -98.56 Pf 16 km",14,2
127,2023-01-08 02:04:36+00:00,SismologicoMX,"SISMO Magnitud 3.8 Loc. 132 km al SUROESTE de TONALA, CHIS 07/01/23 14:45:26 Lat 15.01 Lon -94.31 Pf 36 km",14,2
128,2023-01-08 02:04:32+00:00,SismologicoMX,"SISMO Magnitud 3.8 Loc. 26 km al SUROESTE de COYUCA DE BENITEZ, GRO 07/01/23 14:39:24 Lat 16.81 Lon -100.20 Pf 11 km",13,3
129,2023-01-08 02:04:29+00:00,SismologicoMX,"SISMO Magnitud 3.5 Loc. 76 km al SUROESTE de COALCOMAN, MICH 07/01/23 13:55:39 Lat 18.12 Lon -103.36 Pf 15 km",14,2
130,2023-01-08 02:04:25+00:00,SismologicoMX,"SISMO Magnitud 3.4 Loc. 31 km al NORTE de PUERTO ESCONDIDO, OAX 07/01/23 13:50:12 Lat 16.14 Lon -97.06 Pf 30 km",34,3
131,2023-01-08 02:04:21+00:00,SismologicoMX,"SISMO Magnitud 3.8 Loc. 14 km al NORESTE de UNION HIDALGO, OAX 07/01/23 13:11:29 Lat 16.58 Lon -94.77 Pf 106 km",19,2
132,2023-01-08 02:04:17+00:00,SismologicoMX,"SISMO Magnitud 3.0 Loc. 34 km al SUR de PINOTEPA NACIONAL, OAX 07/01/23 13:11:47 Lat 16.04 Lon -98.11 Pf 7 km",27,4
133,2023-01-08 02:04:14+00:00,SismologicoMX,"SISMO Magnitud 3.3 Loc. 21 km al SUR de TECOMAN, COL 07/01/23 12:45:40 Lat 18.72 Lon -103.88 Pf 16 km",40,4
134,2023-01-08 02:04:10+00:00,SismologicoMX,"SISMO Magnitud 3.4 Loc. 72 km al SUR de COALCOMAN, MICH 07/01/23 12:43:04 Lat 18.13 Lon -103.20 Pf 10 km",27,5
135,2023-01-08 02:04:06+00:00,SismologicoMX,"SISMO Magnitud 3.9 Loc. 11 km al ESTE de PUERTO ESCONDIDO, OAX 07/01/23 12:41:21 Lat 15.86 Lon -96.97 Pf 12 km",27,5
136,2023-01-08 02:04:02+00:00,SismologicoMX,"SISMO Magnitud 3.9 Loc. 7 km al OESTE de SALINA CRUZ, OAX 07/01/23 11:48:59 Lat 16.18 Lon -95.26 Pf 29 km",27,5
137,2023-01-08 02:03:51+00:00,SismologicoMX,"SISMO Magnitud 3.6 Loc. 78 km al SUROESTE de COALCOMAN, MICH 07/01/23 08:23:36 Lat 18.18 Lon -103.54 Pf 5 km",24,4
138,2023-01-08 02:03:47+00:00,SismologicoMX,"SISMO Magnitud 3.9 Loc. 194 km al SUROESTE de PIJIJIAPAN, CHIS 07/01/23 08:22:01 Lat 14.27 Lon -94.27 Pf 16 km",26,6
139,2023-01-08 02:03:43+00:00,SismologicoMX,"SISMO Magnitud 3.4 Loc. 43 km al OESTE de CASIMIRO CASTILLO, JAL 07/01/23 08:14:28 Lat 19.57 Lon -104.84 Pf 4 km",34,4
140,2023-01-08 02:03:39+00:00,SismologicoMX,"SISMO Magnitud 3.8 Loc. 38 km al NOROESTE de VICENTE GUERRERO, BC 07/01/23 07:52:49 Lat 30.89 Lon -116.34 Pf 10 km",24,5
141,2023-01-08 02:03:36+00:00,SismologicoMX,"SISMO Magnitud 3.9 Loc. 40 km al SUR de PINOTEPA NACIONAL, OAX 07/01/23 07:19:44 Lat 15.99 Lon -97.98 Pf 5 km",24,5
142,2023-01-08 02:03:32+00:00,SismologicoMX,"SISMO Magnitud 3.8 Loc. 38 km al NOROESTE de VICENTE GUERRERO, BC 07/01/23 07:18:25 Lat 30.88 Lon -116.35 Pf 4 km",18,5
143,2023-01-08 02:03:28+00:00,SismologicoMX,"SISMO Magnitud 3.5 Loc. 22 km al NOROESTE de VICENTE GUERRERO, BC 07/01/23 06:50:28 Lat 30.89 Lon -116.13 Pf 5 km",22,5
144,2023-01-08 02:03:24+00:00,SismologicoMX,"SISMO Magnitud 3.8 Loc. 30 km al NORTE de ZIHUATANEJO, GRO 07/01/23 06:58:37 Lat 17.91 Lon -101.59 Pf 25 km",68,8
145,2023-01-08 02:03:21+00:00,SismologicoMX,"SISMO Magnitud 3.3 Loc. 34 km al SURESTE de COALCOMAN, MICH 07/01/23 06:51:55 Lat 18.54 Lon -102.96 Pf 25 km",25,5
146,2023-01-08 02:03:17+00:00,SismologicoMX,"SISMO Magnitud 3.8 Loc. 8 km al SUROESTE de SAN MARCOS, GRO 07/01/23 06:23:01 Lat 16.75 Lon -99.45 Pf 4 km",31,7
147,2023-01-08 02:03:13+00:00,SismologicoMX,"SISMO Magnitud 3.6 Loc. 45 km al SUROESTE de CHIAUTLA DE TAPIA, PUE 07/01/23 05:48:59 Lat 17.93 Lon -98.79 Pf 54 km",33,6
148,2023-01-08 02:03:09+00:00,SismologicoMX,"SISMO Magnitud 3.6 Loc. 68 km al SUR de JALTIPAN DEMORELOS, VER 07/01/23 05:44:00 Lat 17.36 Lon -94.62 Pf 137 km",23,4
149,2023-01-08 02:03:05+00:00,SismologicoMX,"SISMO Magnitud 3.6 Loc. 20 km al NOROESTE de VICENTE GUERRERO, BC 07/01/23 05:39:02 Lat 30.88 Lon -116.10 Pf 4 km",19,4
150,2023-01-08 02:03:02+00:00,SismologicoMX,"SISMO Magnitud 3.9 Loc. 137 km al SUROESTE de TONALA, CHIS 07/01/23 05:38:17 Lat 15.01 Lon -94.39 Pf 15 km",23,5
151,2023-01-08 01:32:37+00:00,SismologicoMX,A las 08:00 p.m. inicia el envío del reporte vespertino de sismicidad que incluye los sismos de magnitud menor a 4.0 actualizado hasta las 05:00 p.m.,77,6
152,2023-01-07 19:40:05+00:00,SismologicoMX,"SISMO Magnitud 4.0 Loc  43 km al SUR de PINOTEPA NACIONAL, OAX 07/01/23 13:19:36 Lat 15.97 Lon -97.96 Pf 10 km https://t.co/NeLzW0ysn1",143,22
153,2023-01-07 19:40:02+00:00,SismologicoMX,"SISMO Magnitud 4.0 Loc. 43 km al SUR de PINOTEPA NACIONAL, OAX 07/01/23 13:19:36 Lat 15.97 Lon -97.96 Pf 10 km",79,6
154,2023-01-07 15:21:05+00:00,SismologicoMX,"SISMO Magnitud 4.2 Loc  84 km al NORTE de SANTA ROSALIA, BCS 07/01/23 08:49:36 Lat 28.09 Lon -112.35 Pf 10 km https://t.co/qbz5bFrtRg",89,16
155,2023-01-07 15:21:02+00:00,SismologicoMX,"SISMO Magnitud 4.2 Loc. 84 km al NORTE de SANTA ROSALIA, BCS 07/01/23 08:49:36 Lat 28.09 Lon -112.35 Pf 10 km",105,2
156,2023-01-07 14:06:42+00:00,SismologicoMX,"SISMO Magnitud 3.9 Loc. 2 km al NORESTE de CINTALAPA, CHIS 07/01/23 00:35:30 Lat 16.70 Lon -93.70 Pf 159 km",111,8
157,2023-01-07 14:06:38+00:00,SismologicoMX,"SISMO Magnitud 3.3 Loc. 27 km al OESTE de SAN MARCOS, GRO 07/01/23 00:40:05 Lat 16.75 Lon -99.64 Pf 3 km",25,4
158,2023-01-07 14:06:34+00:00,SismologicoMX,"SISMO Magnitud 3.6 Loc. 72 km al SUROESTE de COALCOMAN, MICH 07/01/23 00:37:04 Lat 18.18 Lon -103.45 Pf 11 km",25,2
159,2023-01-07 14:06:31+00:00,SismologicoMX,"SISMO Magnitud 3.0 Loc. 1 km al SUROESTE de SAN MARCOS, GRO 06/01/23 23:14:09 Lat 16.79 Lon -99.40 Pf 9 km",45,3
160,2023-01-07 14:06:27+00:00,SismologicoMX,"SISMO Magnitud 3.0 Loc. 16 km al NORESTE de ACAPULCO, GRO 06/01/23 23:01:58 Lat 16.92 Lon -99.76 Pf 34 km",23,4
161,2023-01-07 14:06:23+00:00,SismologicoMX,"SISMO Magnitud 3.6 Loc. 68 km al SUROESTE de LAS CHOAPAS, VER 07/01/23 04:44:15 Lat 17.37 Lon -94.41 Pf 5 km",30,5
162,2023-01-07 14:06:20+00:00,SismologicoMX,"SISMO Magnitud 3.8 Loc. 28 km al SUROESTE de RIO GRANDE, OAX 07/01/23 03:58:36 Lat 15.88 Lon -97.66 Pf 5 km",29,3
163,2023-01-07 14:06:16+00:00,SismologicoMX,"SISMO Magnitud 3.7 Loc. 12 km al OESTE de GPE VICTORIA(KM.43), BC 07/01/23 03:11:39 Lat 32.28 Lon -115.22 Pf 20 km",33,4
164,2023-01-07 14:06:13+00:00,SismologicoMX,"SISMO Magnitud 3.7 Loc. 55 km al NORESTE de MATIAS ROMERO, OAX 07/01/23 02:48:12 Lat 17.19 Lon -94.64 Pf 134 km",30,2
165,2023-01-07 14:06:09+00:00,SismologicoMX,"SISMO Magnitud 3.7 Loc. 25 km al SUROESTE de VICENTE GUERRERO, BC 07/01/23 02:25:02 Lat 30.61 Lon -116.21 Pf 10 km",54,1
166,2023-01-07 14:06:06+00:00,SismologicoMX,"SISMO Magnitud 3.9 Loc. 95 km al SURESTE de SALINA CRUZ, OAX 07/01/23 01:55:37 Lat 15.41 Lon -94.82 Pf 16 km",24,1
167,2023-01-07 14:06:02+00:00,SismologicoMX,"SISMO Magnitud 3.6 Loc. 45 km al SURESTE de TECOMAN, COL 07/01/23 01:48:32 Lat 18.55 Lon -103.66 Pf 5 km",27,1
168,2023-01-07 14:05:52+00:00,SismologicoMX,"SISMO Magnitud 3.9 Loc. 170 km al SUROESTE de MAPASTEPEC, CHIS 06/01/23 22:50:36 Lat 14.28 Lon -93.92 Pf 10 km",27,1
169,2023-01-07 14:05:49+00:00,SismologicoMX,"SISMO Magnitud 3.2 Loc. 13 km al SURESTE de H HUAJUAPAN DE LEON, OAX 06/01/23 22:49:58 Lat 17.77 Lon -97.66 Pf 62 km",26,2
170,2023-01-07 14:05:45+00:00,SismologicoMX,"SISMO Magnitud 3.4 Loc. 38 km al SUROESTE de RIO GRANDE, OAX 06/01/23 22:35:51 Lat 15.79 Lon -97.70 Pf 17 km",21,1
171,2023-01-07 14:05:42+00:00,SismologicoMX,"SISMO Magnitud 3.6 Loc. 30 km al SUROESTE de SALINA CRUZ, OAX 06/01/23 22:32:53 Lat 15.97 Lon -95.38 Pf 52 km",90,3
172,2023-01-07 14:05:38+00:00,SismologicoMX,"SISMO Magnitud 3.7 Loc. 18 km al SUROESTE de CD IXTEPEC, OAX 06/01/23 22:27:25 Lat 16.51 Lon -95.25 Pf 2 km",28,1
173,2023-01-07 14:05:35+00:00,SismologicoMX,"SISMO Magnitud 3.2 Loc. 19 km al SURESTE de CASIMIRO CASTILLO, JAL 06/01/23 22:27:07 Lat 19.46 Lon -104.34 Pf 23 km",25,1
174,2023-01-07 14:05:31+00:00,SismologicoMX,"SISMO Magnitud 3.4 Loc. 17 km al OESTE de MATIAS ROMERO, OAX 06/01/23 22:23:44 Lat 16.86 Lon -95.20 Pf 106 km",29,1
175,2023-01-07 14:05:27+00:00,SismologicoMX,"SISMO Magnitud 4.0 Loc  26 km al NOROESTE de VICENTE GUERRERO, BC 06/01/23 21:55:30 Lat 30.80 Lon -116.25 Pf 10 km https://t.co/BVrkq4KXOM",42,8
176,2023-01-07 14:05:23+00:00,SismologicoMX,"SISMO Magnitud 4.0 Loc. 26 km al NOROESTE de VICENTE GUERRERO, BC 06/01/23 21:55:30 Lat 30.80 Lon -116.25 Pf 10 km",38,2
177,2023-01-07 14:05:20+00:00,SismologicoMX,"SISMO Magnitud 3.9 Loc. 36 km al OESTE de VICENTE GUERRERO, BC 06/01/23 21:55:30 Lat 30.71 Lon -116.36 Pf 10 km",26,2
178,2023-01-07 14:05:16+00:00,SismologicoMX,"SISMO Magnitud 3.8 Loc. 40 km al OESTE de VICENTE GUERRERO, BC 06/01/23 21:48:38 Lat 30.65 Lon -116.40 Pf 10 km",28,1
179,2023-01-07 14:05:13+00:00,SismologicoMX,"SISMO Magnitud 3.6 Loc. 24 km al NOROESTE de CINTALAPA, CHIS 06/01/23 21:45:52 Lat 16.88 Lon -93.84 Pf 149 km",24,2
180,2023-01-07 14:05:09+00:00,SismologicoMX,"SISMO Magnitud 3.5 Loc. 17 km al SUROESTE de VICENTE GUERRERO, BC 06/01/23 20:35:37 Lat 30.68 Lon -116.16 Pf 10 km",31,1
181,2023-01-07 14:05:06+00:00,SismologicoMX,"SISMO Magnitud 3.5 Loc. 71 km al SUR de COALCOMAN, MICH 06/01/23 20:19:47 Lat 18.14 Lon -103.22 Pf 9 km",27,1
182,2023-01-07 14:05:02+00:00,SismologicoMX,"SISMO Magnitud 2.2 Loc. 3 km al NORTE de ZACATECAS, ZAC 06/01/23 18:50:57 Lat 22.80 Lon -102.57 Pf 2 km",25,2
183,2023-01-07 13:46:40+00:00,SismologicoMX,A las 08:00 a.m. inicia el envío del reporte matutino de sismicidad que incluye los sismos de magnitud menor a 4.0 actualizado hasta las 05:00 a.m.,62,1
184,2023-01-07 11:48:05+00:00,SismologicoMX,"SISMO Magnitud 4.1 Loc  47 km al NOROESTE de CINTALAPA, CHIS 07/01/23 05:13:38 Lat 17.03 Lon -93.99 Pf 166 km https://t.co/fywmyUvmYS",96,8
185,2023-01-07 11:48:01+00:00,SismologicoMX,"SISMO Magnitud 4.1 Loc. 47 km al NOROESTE de CINTALAPA, CHIS 07/01/23 05:13:38 Lat 17.03 Lon -93.99 Pf 166 km",47,3
186,2023-01-07 11:30:05+00:00,SismologicoMX,"SISMO Magnitud 4.1 Loc  25 km al SUROESTE de CD HIDALGO, CHIS 07/01/23 05:07:30 Lat 14.53 Lon -92.33 Pf 10 km https://t.co/TLYWh2TWGl",74,9
187,2023-01-07 11:30:01+00:00,SismologicoMX,"SISMO Magnitud 4.1 Loc. 25 km al SUROESTE de CD HIDALGO, CHIS 07/01/23 05:07:30 Lat 14.53 Lon -92.33 Pf 10 km",93,6
188,2023-01-07 11:14:05+00:00,SismologicoMX,"SISMO Magnitud 4.3 Loc  360 km al SURESTE de CABO SAN LUCAS, BCS 07/01/23 04:45:09 Lat 19.83 Lon -108.72 Pf 10 km https://t.co/gxdBjxRuVt",86,13
189,2023-01-07 11:14:02+00:00,SismologicoMX,"SISMO Magnitud 4.3 Loc. 360 km al SURESTE de CABO SAN LUCAS, BCS 07/01/23 04:45:09 Lat 19.83 Lon -108.72 Pf 10 km",54,2
190,2023-01-07 10:57:01+00:00,SismologicoMX,"Preliminar: SISMO Magnitud 4.2 Loc. 390 km al SUR de CABO SAN LUCAS, BCS 07/01/2023 04:45:06 Lat 19.40 Lon -109.42 Pf 10",62,4
191,2023-01-07 10:54:05+00:00,SismologicoMX,"Preliminar: SISMO Magnitud 4.2 Loc  390 km al SUR de CABO SAN LUCAS, BCS 07/01/23 04:45:06 Lat 19.40 Lon -109.42 Pf 10 km https://t.co/Y7veTiRmdd",70,9
192,2023-01-07 10:54:01+00:00,SismologicoMX,"Preliminar: SISMO Magnitud 4.2 Loc. 390 km al SUR de CABO SAN LUCAS, BCS 07/01/23 04:45:06 Lat 19.40 Lon -109.42 Prof 10",53,4
193,2023-01-07 06:25:05+00:00,SismologicoMX,"SISMO Magnitud 4.1 Loc  63 km al SUROESTE de COALCOMAN, MICH 06/01/23 23:56:29 Lat 18.28 Lon -103.46 Pf 6 km https://t.co/wNktQZMVOg",187,19
194,2023-01-07 06:25:01+00:00,SismologicoMX,"SISMO Magnitud 4.1 Loc. 63 km al SUROESTE de COALCOMAN, MICH 06/01/23 23:56:29 Lat 18.28 Lon -103.46 Pf 6 km",95,7
195,2023-01-07 02:02:25+00:00,SismologicoMX,"SISMO Magnitud 3.5 Loc. 79 km al SUR de COALCOMAN, MICH 06/01/23 16:51:14 Lat 18.09 Lon -103.35 Pf 14 km",77,11
196,2023-01-07 02:02:21+00:00,SismologicoMX,"SISMO Magnitud 3.6 Loc. 48 km al SUROESTE de CD HIDALGO, CHIS 06/01/23 15:42:58 Lat 14.35 Lon -92.44 Pf 11 km",33,7
197,2023-01-07 02:02:17+00:00,SismologicoMX,"SISMO Magnitud 3.7 Loc. 44 km al NORTE de CRUCECITA, OAX 06/01/23 14:59:08 Lat 16.16 Lon -96.06 Pf 18 km",34,6
198,2023-01-07 02:02:13+00:00,SismologicoMX,"SISMO Magnitud 3.2 Loc. 10 km al SUR de PINOTEPA NACIONAL, OAX 06/01/23 14:53:05 Lat 16.25 Lon -98.03 Pf 4 km",39,7
199,2023-01-07 02:02:10+00:00,SismologicoMX,"SISMO Magnitud 3.7 Loc. 17 km al NOROESTE de RIO GRANDE, OAX 06/01/23 13:25:50 Lat 16.14 Lon -97.52 Pf 14 km",31,5
